"Index Name","Date","Open","High","Low","Close"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","02 Mar 2017","-","-","-","12004.06"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","01 Mar 2017","-","-","-","12083.27"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","28 Feb 2017","-","-","-","11997.00"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","27 Feb 2017","-","-","-","11901.93"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","23 Feb 2017","-","-","-","11848.78"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","22 Feb 2017","-","-","-","11852.72"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","21 Feb 2017","-","-","-","11878.68"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","20 Feb 2017","-","-","-","11820.91"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","17 Feb 2017","-","-","-","11711.79"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","16 Feb 2017","-","-","-","11636.75"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","15 Feb 2017","-","-","-","11506.11"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","14 Feb 2017","-","-","-","11659.84"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","13 Feb 2017","-","-","-","11744.25"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","10 Feb 2017","-","-","-","11835.04"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","09 Feb 2017","-","-","-","11819.68"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","08 Feb 2017","-","-","-","11800.92"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","07 Feb 2017","-","-","-","11775.17"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","06 Feb 2017","-","-","-","11805.33"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","03 Feb 2017","-","-","-","11667.45"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","02 Feb 2017","-","-","-","11535.63"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","01 Feb 2017","-","-","-","11405.58"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","31 Jan 2017","-","-","-","11197.31"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","30 Jan 2017","-","-","-","11307.55"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","27 Jan 2017","-","-","-","11306.00"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","25 Jan 2017","-","-","-","11218.36"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","24 Jan 2017","-","-","-","11103.87"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","23 Jan 2017","-","-","-","11041.72"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","20 Jan 2017","-","-","-","10989.53"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","19 Jan 2017","-","-","-","11151.80"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","18 Jan 2017","-","-","-","11139.45"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","17 Jan 2017","-","-","-","11097.97"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","16 Jan 2017","-","-","-","11076.03"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","13 Jan 2017","-","-","-","10966.59"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","12 Jan 2017","-","-","-","10927.25"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","11 Jan 2017","-","-","-","10970.01"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","10 Jan 2017","-","-","-","10816.33"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","09 Jan 2017","-","-","-","10706.60"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","06 Jan 2017","-","-","-","10680.76"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","05 Jan 2017","-","-","-","10691.25"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","04 Jan 2017","-","-","-","10561.53"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","03 Jan 2017","-","-","-","10555.15"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","02 Jan 2017","-","-","-","10432.73"
